,product_id,name,actual_price,discount_price,ratings,brand,category,description,average_rating,image
574,575,Nutri-licious Masala Veg Atta Noodles - Pouch,94.0,80.88,4.2,MAGGI ,Snacks & Branded Foods,"Introducing the MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles with appetizing aroma and delicious masala taste made using 20 Spices & Herbs. These masalas are roasted to perfection (Refer pack for more details) for an aroma & flavour which you will love. These MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles are a truly a good combination of delicious and nutritious Whole Wheat Flour (Atta), Colorful Vegetables & 20 Spices & Herbs. Also, loaded with the goodness of whole wheat, each meal is deliciously filling. Each serve (72.5g) of the MAGGI Masala Veg Atta Noodles is a Source of Fibre & Iron (Refer pack for more details). Making MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles is as easy as it could ever be – Simply empty the Masala Tastemaker(R) Sachet into 1 ½ teacup (225 ml) of boiling water, add the noodles cake, & stir. Cook for 3 minutes and wait for your favourite ""Surprisingly Awesome"" MAGGI Masala Veg Atta Noodles. In just 3 minutes, now you can enjoy a balance of taste & health at any time of the day! Enjoy your MAGGI noodles (steamed, dried and fried) and consume a variety of other foods like vegetables, fruits and milk. Storage: Store in a cool, dry and hygienic place. Your favourite MAGGI noodles now loaded with the goodness of whole wheat flour (atta) Masala taste made using 20 Spice & herbs roasted to perfection (refer pack) A source of Iron and Fibre, MAGGI Nutri-licious Masala Veg Atta Noodles is nutritious and delicious Easy to cook, MAGGI Masala Veg Atta Noodles takes just 3 minutes!",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
575,576,Masala - Mumbai Bhaji Pav,35.0,35.0,4.4,Badshah,"Foodgrains, Oil & Masala",Bombay bhaji pav masala assures you the finest seasoning for this dish and badshah assures you the best value and savor of this dish. Pav bhaji is a dish from the western part of india that has long been one of indias preferred snack foods. It also boasts a very fine nutrition value. Make a pleasant bombay bhaji pav masala with this simple to use masala mix.,4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
576,577,Squash - Sarasaparilla/Nannari/Sugandhi Root,140.0,140.0,2.5,NaturoBell,Beverages,nan,2.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
577,578,Pure Country Jaggery/Bella Powder,97.0,97.0,3.9,Samvuddhi & Co,"Foodgrains, Oil & Masala",Country Jaggery powder. Natural and traditional country jaggery powder is good for health as it contains all the goodness of sugarcane. Add jaggery powder to all your favourite sweet dishes. Use it for traditional and religious functions where it is served to the deity. It is traditional jaggery powder and is healthy and tasty.,3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
578,579,"Steel Storage/Lunch Container - No.21, Pink, Klip It",199.0,129.0,2.8,Joyo Steel,"Kitchen, Garden & Pets","Joyo Klip It Stainless steel container comes with easy locking. These containers are made from high quality non-magnetic stainless steel body. Joyo Klip It container has odourless lid cover with food-grade silicone seal (gasket) in lid & has all 4 sides locks which ensure airtight containers for keeping food fresh, 100% leak-proof containers for keeping food from spilling, stackable design for easily storing the containers on top of each other and the pioneering clip mechanism. Take this container to the office, school, camping or hiking.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
579,580,"Sanitary Pads - XL Plus Wings, Ultra",170.0,156.75,4.3,Whisper ,Beauty & Hygiene,"It is about living your life by your own rules despite what society says. It is about choosing for yourself, every day of the month. This revolutionary product Whisper Ultra Clean XL+ has odour lock gel that locks up to 100% wetness and even odour and gives you the freedom to live life by your own rules, even during periods. Because its Meri life, mere rules.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
580,581,Agar Agar Vegetarian Gelatin,449.0,449.0,3.5,By Nature,Gourmet & World Food,"Agar agar, also known as just agar, is a mix of carbohydrates extracted from seaweed, specifically red sea algae. It is a helpful culinary ingredient and can be used to thicken soups, make jams & jellies, custards, ice creams & other desserts that need to gelatinize & set.",3.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
581,582,Green Tea - Jasmine,195.0,166.0,3.9,Typhoo,Beverages,"This light, refreshing tea with a sweet fragrance of jasmine is a fragile favourite. The mesmerisingly tasty and breezy Green Tea Jasmine that is ideal for your calming moments. Take a sip and let the floral flavor serenade your taste buds with its cleanness. Enjoy served with no milk.",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
582,583,3-In-1 Conditioning Shampoo,225.0,225.0,4.5,Brylcreem,Beauty & Hygiene,"Men’s hair & scalp are different, men sweat more, are prone to dandruff & hair fall more and therefore need more. That’s why Brylcreem 3-In-1 Conditioning Shampoo for men. It is no ordinary shampoo. It nourishes 3 scalp layers deep, targets dandruff, itch & dryness at source & increases scalp’s natural resistance & strengthens hair from root to tip.What’s in the mix- Formulation contains dual actives ZPTO & Climbazole, known to target dandruff, itch & dryness at source & increases scalp’s natural resistance & strengthens hair from root to tip.About Brylcreem - Brylcreem is a classic men’s grooming brand established in 1928 in the UK, originally sold to barbers to keep hair in place after a cut. It gained prominence in popular culture when members of the British Royal Air Force were nicknamed ‘Brylcreem Boys’ during world war II. Brylcreem is synonymous with Style + Care and endorsed by successful men. Do check out Brylcreem’s entire beard and hair grooming range and give your style the care it needs.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
583,584,Gold Flash - Mosquito Repellent Combo Machine & Refill,178.0,160.2,4.2,Good knight,Cleaning & Household,"Goodknight Gold Flash is India’s Most Powerful Liquid Vapouriser. It consists of a mosquito repellent cartridge (refill) and clip-on electronic machine. This vapouriser system is powered by Gold Flash technology which has 2 modes - Flash and Normal Mode. Use Flash Mode when there are more mosquitoes, and Normal Mode when there are fewer mosquitoes. Visible powerful Flash vapours instantly spread across the room and drive away mosquitoes, even the hidden ones. Flash mode releases visible vapours for 30 minutes every 4 hours.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
584,585,Aloe Face Wash Gel,120.0,108.0,3.8,Green Leaf,Beauty & Hygiene,"Green Leaf Aloe Face Wash Gel is an ayurvedic soap-free gel with scrub beads that combines the superior skin care of Aloe Vera with the skin healing qualities of Turmeric and Tea tree. Green Leaf aloe face wash gel has ISO-diametric scrub beads that gently exfoliate the dead skin tissue while maintaining the skin moisture, to give a fresh and radiant look. It is suitable for all skin types. Regular usage reduces Pimples and Acne as Turmeric heals, Tea tree clears and Aloe Vera moisturises your skin. Aloe Vera with turmeric and tea tree oil is known for retaining the natural oils of the skin yet effectively reducing skin impurities like pimples and acne without letting the skin dry. An Ayurvedic product with no known side-effects.",3.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
585,586,"Energy Bars - Berry, 4+ Years, 100% Natural & Healthy",700.0,700.0,3.8,Timios,Snacks & Branded Foods,"Timios Berry Energy Bars are made from 100% natural and real fruits with the wholesome and goodness of a wide variety of berries which are loaded and packed with antioxidants and various other essential nutrients that are ideal for the development of cognition and other physical attributes in your little one. This product does not contain processed sugar, artificial colours, added flavour and added preservatives.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
586,587,PP Apple Belt,30.0,30.0,5.0,Kantan,Gourmet & World Food,Fini Fantan Apple Belts contains green apple flavoured licorice belts which are one of the best zest bites. These candies come in a sweet & sour green apple flavour which excite & tingles your sense like no other candies. These candies are coated with powdered sugar to get them that additional sugary punch. The fun belt-like shape of these jellies is the best way to make snack time fun for kids. These green apple flavour candies combined with some other soft & hard candies make an absolute gift for kids’ birthdays and Halloween parties trick-or-treat. As these candies can be stored for a long time as well.,5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
587,588,Sensual - Handmade Jasmine Bathing Bar With Natural Chunks,199.0,199.0,2.0,BodyHerbals,Beauty & Hygiene,The ayurvedic blend of jasmine with other herbs is a natural tonic for the skin which helps in maintaining moisture and hydration. The divine essential oil of jasmine inspires heightened sensuality. The chunks inside will ensure better cleansing and moisturising. Have a fresh start with this Handmade Jasmine Bathing Bar by BodyHerbals.,2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
588,589,El Paso Deodorant,250.0,150.0,4.7,Lomani,Beauty & Hygiene,"Deodorants are made to remove your body odour while adding that much-needed zeal of freshness. When you are smelling bad, it can lower down your confidence level, changing the way you mingle with people and talk to them. Lomani El Paso can do it for you with its Wild West-inspired fragrance!",4.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
589,590,Complete Detergent Washing Powder,280.0,280.0,4.4,Ariel ,Cleaning & Household,"Recommended by top washing machine brands, New Ariel Complete Detergent Washing Powder gives you tough stain removal in just 1 wash. Designed to work in semi-automatic washing machine, Ariel gives brilliant results in both semi-automatic washing machine as well as in hand wash. Ariel dissolves in water completely to remove tough stains like juice, chocolate, tomato and butter/ghee. Perfect for all your clothes, Ariel washing powder helps to give you impeccable cleaning and keeps your clothes smelling fresh. Step out into the world with confidence knowing that you have Ariel as your partner in laundry.",4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
590,591,Classic Chicken Delite Soup,55.0,49.5,4.3,Knorr,Snacks & Branded Foods,"The Knorr Chicken Delite Soup is made with Real Chicken and vegetables giving it a lip-smacking taste and perfect consistency every time. Made with 100% real vegetables and no added preservatives, this soup is ready in three simple steps and serves four. This is the perfect soup for all Chicken lovers. So now enjoy Restaurant like delicious Soup at home.Knorr Soups range comprises of 11 delicious flavours of 4 serve soups and 7 flavours of Cup-a-soup. Great taste is in our Nature! Knorr has gone to great lengths to ensure a perfect blend of Ingredients and consistency that give you Restaurant like Soup at home.About Knorr: Just like you, we love everything about food, because no delicious meal is cooked without love. Love for carefully selected Ingredients, flavours and spices, or the aroma of dinner wafting through your home. Love for the people you feed everyday; your family and friends, relatives and guests, the people that matter to you the most. With Knorr as your cooking partner, you can serve your loved ones nutritious and flavourful meals at home. Soup Fun Fact - The word soup is of Sanskrit origin! It is derived from the su and po, which means good nutrition.

Features and Benefits:
• Made with Real Chicken and 100% real vegetables
• Contains no added preservatives
• Ready to eat in 3 simple steps
• Serves 4
• Goes well with: White Sauce Pasta or Red Sauce Pasta
• Chefs Tip: Garnish with grated cheese & garlic and serve with pan fried bread pieces",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
